symbol,MajorHolders1,MajorHolders2,MajorHolders3,MajorHolders4,TopInstitutionalHolder1,TopInstitutionalHolder2,TopInstitutionalHolder3,TopInstitutionalHolder4,TopInstitutionalHolder5,TopInstitutionalHolder6,TopInstitutionalHolder7,TopInstitutionalHolder8,TopInstitutionalHolder9,TopInstitutionalHolder10,TopMutualFundHolder1,TopMutualFundHolder2,TopMutualFundHolder3,TopMutualFundHolder4,TopMutualFundHolder5,TopMutualFundHolder6,TopMutualFundHolder7,TopMutualFundHolder8,TopMutualFundHolder9,TopMutualFundHolder10
TSLA,13.00% of Shares Held by All Insider,45.74% of Shares Held by Institutions,52.58% of Float Held by Institutions,3863 Number of Institutions Holding Shares,Vanguard Group Inc 7.22%,Blackrock Inc. 5.91%,State Street Corporation 3.42%,"Geode Capital Management, LLC 1.74%",Capital World Investors 1.29%,Morgan Stanley 1.04%,Norges Bank Investment Management 0.99%,"FMR, LLC 0.92%",JP Morgan Chase & Company 0.87%,Price (T.Rowe) Associates Inc 0.82%,Vanguard Total Stock Market Index Fund 2.64%,Vanguard 500 Index Fund 2.08%,Fidelity 500 Index Fund 1.02%,SPDR S&P 500 ETF Trust 0.98%,iShares Core S&P 500 ETF 0.86%,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF 0.81%",Vanguard Growth Index Fund 0.74%,Growth Fund Of America Inc 0.70%,Vanguard Institutional Index Fund-Institutional Index Fund 0.58%,Select Sector SPDR Fund-Consumer Discretionary 0.42%
